%schedule
115 115 1232
1 2 1
1 34 1
1 94 1
1 66 1
1 105 1
1 36 1
1 91 1
1 10 1
1 17 1
1 42 1
1 5 1
1 24 1
2 1 1
2 38 1
2 90 1
2 58 1
2 110 1
2 102 1
2 46 1
2 34 1
2 26 1
2 104 1
2 106 1
2 28 1
3 4 1
3 15 1
3 73 1
3 75 1
3 107 1
3 101 1
3 65 1
3 48 1
3 16 1
3 7 1
3 14 1
3 61 1
4 3 1
4 59 1
4 27 1
4 12 1
4 41 1
4 53 1
4 85 1
4 6 1
4 82 1
4 73 1
4 75 1
4 103 1
4 85 1
5 6 1
5 29 1
5 109 1
5 70 1
5 17 1
5 42 1
5 94 1
5 24 1
5 10 1
5 105 1
5 1 1
6 5 1
6 91 1
6 12 1
6 98 1
6 82 1
6 11 1
6 75 1
6 4 1
6 53 1
6 99 1
6 108 1
6 85 1
7 8 1
7 86 1
7 59 1
7 56 1
7 48 1
7 40 1
7 61 1
7 65 1
7 107 1
7 3 1
7 33 1
7 101 1
8 7 1
8 41 1
8 74 1
8 109 1
8 23 1
8 69 1
8 78 1
8 112 1
8 9 1
8 79 1
8 22 1
8 83 1
9 10 1
9 42 1
9 91 1
9 22 1
9 112 1
9 52 1
9 79 1
9 69 1
9 8 1
9 78 1
9 23 1
10 9 1
10 65 1
10 23 1
10 109 1
10 17 1
10 24 1
10 1 1
10 42 1
10 5 1
10 94 1
10 105 1
11 12 1
11 61 1
11 73 1
11 6 1
11 82 1
11 75 1
11 99 1
11 85 1
11 103 1
11 108 1
12 11 1
12 6 1
12 105 1
12 4 1
12 91 1
12 29 1
12 98 1
12 51 1
12 25 1
12 70 1
13 14 1
13 18 1
13 27 1
13 37 1
13 19 1
13 15 1
13 35 1
13 86 1
13 44 1
13 39 1
14 13 1
14 46 1
14 111 1
14 16 1
14 101 1
14 107 1
14 40 1
14 61 1
14 33 1
14 3 1
14 65 1
15 16 1
15 3 1
15 86 1
15 72 1
15 100 1
15 13 1
15 55 1
15 27 1
15 39 1
15 44 1
15 100 1
16 15 1
16 69 1
16 93 1
16 14 1
16 33 1
16 48 1
16 101 1
16 40 1
16 3 1
16 61 1
16 107 1
16 115 1
17 18 1
17 82 1
17 39 1
17 68 1
17 5 1
17 10 1
17 94 1
17 105 1
17 1 1
17 24 1
17 42 1
18 17 1
18 88 1
18 97 1
18 13 1
18 63 1
18 66 1
18 28 1
18 59 1
18 114 1
18 96 1
18 21 1
18 28 1
19 20 1
19 39 1
19 37 1
19 72 1
19 62 1
19 32 1
19 13 1
19 43 1
19 100 1
19 35 1
19 55 1
20 19 1
20 45 1
20 95 1
20 30 1
20 80 1
20 31 1
20 36 1
20 56 1
20 102 1
20 37 1
20 34 1
21 22 1
21 63 1
21 76 1
21 114 1
21 71 1
21 88 1
21 77 1
21 37 1
21 97 1
21 66 1
21 18 1
22 21 1
22 47 1
22 33 1
22 69 1
22 9 1
22 112 1
22 109 1
22 23 1
22 78 1
22 52 1
22 8 1
23 24 1
23 48 1
23 10 1
23 78 1
23 8 1
23 79 1
23 69 1
23 22 1
23 52 1
23 109 1
23 9 1
24 23 1
24 112 1
24 79 1
24 94 1
24 91 1
24 10 1
24 42 1
24 5 1
24 105 1
24 17 1
24 1 1
25 26 1
25 85 1
25 67 1
25 111 1
25 88 1
25 51 1
25 70 1
25 91 1
25 29 1
25 12 1
26 25 1
26 107 1
26 54 1
26 38 1
26 104 1
26 90 1
26 2 1
26 110 1
26 46 1
26 34 1
26 106 1
27 28 1
27 4 1
27 13 1
27 62 1
27 44 1
27 35 1
27 39 1
27 15 1
27 86 1
27 43 1
28 27 1
28 64 1
28 77 1
28 57 1
28 66 1
28 97 1
28 18 1
28 96 1
28 63 1
28 71 1
28 2 1
28 18 1
29 5 1
29 114 1
29 39 1
29 79 1
29 12 1
29 70 1
29 25 1
29 91 1
29 51 1
30 31 1
30 92 1
30 81 1
30 20 1
30 43 1
30 36 1
30 56 1
30 95 1
30 80 1
30 83 1
30 102 1
31 30 1
31 110 1
31 102 1
31 80 1
31 51 1
31 20 1
31 83 1
31 36 1
31 95 1
31 45 1
31 56 1
32 33 1
32 56 1
32 80 1
32 35 1
32 55 1
32 19 1
32 62 1
32 44 1
32 100 1
32 72 1
32 86 1
33 32 1
33 50 1
33 22 1
33 65 1
33 16 1
33 40 1
33 107 1
33 101 1
33 14 1
33 7 1
33 48 1
34 1 1
34 46 1
34 104 1
34 106 1
34 110 1
34 2 1
34 90 1
34 38 1
34 26 1
34 20 1
35 36 1
35 95 1
35 43 1
35 32 1
35 100 1
35 72 1
35 27 1
35 13 1
35 55 1
35 19 1
35 62 1
36 35 1
36 93 1
36 45 1
36 1 1
36 56 1
36 30 1
36 20 1
36 31 1
36 80 1
36 102 1
36 95 1
37 38 1
37 19 1
37 44 1
37 13 1
37 60 1
37 21 1
37 59 1
37 20 1
38 37 1
38 2 1
38 81 1
38 26 1
38 90 1
38 106 1
38 46 1
38 104 1
38 34 1
38 110 1
38 96 1
39 40 1
39 19 1
39 17 1
39 29 1
39 86 1
39 55 1
39 72 1
39 27 1
39 44 1
39 15 1
39 13 1
40 39 1
40 55 1
40 83 1
40 61 1
40 7 1
40 33 1
40 14 1
40 16 1
40 48 1
40 101 1
40 107 1
41 42 1
41 8 1
41 52 1
41 4 1
41 82 1
41 99 1
41 53 1
41 108 1
41 103 1
41 73 1
41 75 1
42 41 1
42 9 1
42 68 1
42 5 1
42 105 1
42 24 1
42 10 1
42 1 1
42 94 1
42 17 1
43 44 1
43 35 1
43 58 1
43 30 1
43 19 1
43 64 1
43 27 1
44 43 1
44 62 1
44 71 1
44 80 1
44 37 1
44 86 1
44 27 1
44 32 1
44 39 1
44 13 1
44 15 1
45 46 1
45 20 1
45 87 1
45 36 1
45 67 1
45 92 1
45 58 1
45 113 1
45 49 1
45 31 1
45 76 1
46 45 1
46 14 1
46 34 1
46 63 1
46 104 1
46 2 1
46 38 1
46 110 1
46 106 1
46 26 1
46 90 1
47 48 1
47 22 1
47 112 1
47 50 1
47 68 1
47 84 1
47 89 1
47 115 1
47 111 1
47 54 1
47 74 1
48 47 1
48 23 1
48 62 1
48 7 1
48 16 1
48 61 1
48 3 1
48 40 1
48 101 1
48 65 1
48 33 1
49 50 1
49 97 1
49 92 1
49 99 1
49 54 1
49 93 1
49 67 1
49 76 1
49 87 1
49 45 1
49 58 1
50 49 1
50 33 1
50 89 1
50 85 1
50 74 1
50 47 1
50 115 1
50 111 1
50 54 1
50 84 1
50 68 1
51 52 1
51 69 1
51 79 1
51 31 1
51 25 1
51 91 1
51 12 1
51 70 1
51 29 1
52 51 1
52 102 1
52 41 1
52 69 1
52 109 1
52 9 1
52 112 1
52 78 1
52 23 1
52 22 1
52 79 1
53 54 1
53 113 1
53 85 1
53 4 1
53 103 1
53 41 1
53 6 1
53 75 1
53 99 1
53 73 1
54 53 1
54 84 1
54 26 1
54 87 1
54 49 1
54 74 1
54 115 1
54 68 1
54 50 1
54 89 1
54 47 1
54 111 1
55 56 1
55 40 1
55 62 1
55 32 1
55 39 1
55 72 1
55 100 1
55 15 1
55 35 1
55 19 1
56 55 1
56 32 1
56 7 1
56 95 1
56 36 1
56 30 1
56 20 1
56 90 1
56 102 1
56 80 1
56 31 1
57 58 1
57 107 1
57 28 1
57 88 1
57 71 1
57 97 1
57 96 1
57 66 1
57 63 1
57 77 1
58 57 1
58 2 1
58 43 1
58 113 1
58 93 1
58 45 1
58 87 1
58 76 1
58 92 1
58 49 1
59 4 1
59 7 1
59 89 1
59 64 1
59 98 1
59 18 1
59 102 1
59 37 1
59 60 1
59 115 1
60 61 1
60 67 1
60 77 1
60 114 1
60 64 1
60 37 1
60 98 1
60 59 1
61 60 1
61 72 1
61 11 1
61 40 1
61 65 1
61 7 1
61 48 1
61 107 1
61 14 1
61 16 1
61 3 1
62 63 1
62 44 1
62 48 1
62 55 1
62 19 1
62 27 1
62 32 1
62 93 1
62 72 1
62 100 1
62 35 1
63 62 1
63 21 1
63 88 1
63 46 1
63 18 1
63 106 1
63 96 1
63 71 1
63 28 1
63 57 1
63 77 1
64 65 1
64 28 1
64 110 1
64 59 1
64 60 1
64 113 1
64 66 1
64 43 1
64 98 1
65 64 1
65 10 1
65 112 1
65 33 1
65 61 1
65 3 1
65 7 1
65 101 1
65 107 1
65 48 1
65 14 1
66 67 1
66 1 1
66 71 1
66 28 1
66 18 1
66 97 1
66 64 1
66 57 1
66 21 1
66 114 1
66 88 1
67 66 1
67 60 1
67 25 1
67 92 1
67 76 1
67 45 1
67 113 1
67 49 1
67 77 1
67 93 1
67 87 1
68 69 1
68 111 1
68 17 1
68 42 1
68 105 1
68 47 1
68 74 1
68 54 1
68 84 1
68 115 1
68 50 1
68 89 1
69 68 1
69 16 1
69 51 1
69 22 1
69 52 1
69 8 1
69 23 1
69 9 1
69 79 1
69 112 1
69 109 1
70 71 1
70 5 1
70 96 1
70 84 1
70 92 1
70 89 1
70 25 1
70 29 1
70 91 1
70 51 1
70 12 1
71 70 1
71 96 1
71 44 1
71 66 1
71 21 1
71 57 1
71 114 1
71 63 1
71 77 1
71 28 1
71 104 1
72 73 1
72 61 1
72 19 1
72 15 1
72 35 1
72 55 1
72 39 1
72 62 1
72 32 1
72 100 1
73 72 1
73 105 1
73 3 1
73 11 1
73 75 1
73 108 1
73 82 1
73 103 1
73 4 1
